run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache
20260505_164452,deepseek_trial1,baseline,0.0,0.6,0,has_close_elements,1,1,,0.6,0.0,18.281,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,1,separate_paren_groups,0,0,,0.6,0.0,9.225,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,2,truncate_number,1,1,,0.7,0.0,3.248,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,3,below_zero,1,1,,0.0,0.0,3.823,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,4,mean_absolute_deviation,1,1,,0.8,0.0,8.749,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,5,intersperse,1,1,,0.6,0.0,5.293,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,6,parse_nested_parens,1,1,,0.6,0.0,6.88,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,7,filter_by_substring,1,1,,0.0,0.0,3.188,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,8,sum_product,1,1,,0.0,0.0,4.527,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,9,rolling_max,1,1,,0.0,0.0,5.037,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,10,make_palindrome,1,1,,0.7,0.0,6.729,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,11,string_xor,1,1,,0.0,0.0,4.21,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,12,longest,1,1,,0.6,0.0,4.886,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,13,greatest_common_divisor,1,1,,0.0,0.0,3.193,0,0,0,0
20260505_164452,deepseek_trial1,baseline,0.0,0.6,14,all_prefixes,1,1,,0.6,0.0,4.514,0,0,0,0
