run_timestamp,run_label,version,temperature,threshold,problem_index,entry_point,pass_at_1,pass_at_2,pre_score,post_score,improvement,latency_s,fixer_triggered,fixer_changed,gate_reverted,from_planner_cache
20260505_181956,qwen_trial2,baseline,0.0,0.6,0,has_close_elements,1,1,,0.6,0.0,13.397,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,1,separate_paren_groups,1,1,,0.0,0.0,6.063,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,2,truncate_number,1,1,,0.6,0.0,3.545,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,3,below_zero,1,1,,0.0,0.0,3.776,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,4,mean_absolute_deviation,1,1,,0.0,0.0,7.848,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,5,intersperse,1,1,,0.6,0.0,4.842,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,6,parse_nested_parens,1,1,,0.9,0.0,6.668,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,7,filter_by_substring,1,1,,0.0,0.0,3.14,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,8,sum_product,1,1,,0.0,0.0,4.627,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,9,rolling_max,1,1,,0.0,0.0,4.277,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,10,make_palindrome,0,0,,0.7,0.0,7.545,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,11,string_xor,1,1,,0.0,0.0,5.522,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,12,longest,1,1,,0.6,0.0,3.791,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,13,greatest_common_divisor,1,1,,0.0,0.0,3.288,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,14,all_prefixes,1,1,,0.6,0.0,4.794,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,15,string_sequence,1,1,,0.7,0.0,4.404,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,16,count_distinct_characters,1,1,,0.0,0.0,2.596,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,17,parse_music,1,1,,0.6,0.0,10.433,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,18,how_many_times,1,1,,0.6,0.0,4.544,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,19,sort_numbers,1,1,,0.9,0.0,6.906,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,20,find_closest_elements,1,1,,0.6,0.0,7.01,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,21,rescale_to_unit,1,1,,0.0,0.0,4.178,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,22,filter_integers,1,1,,0.0,0.0,3.183,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,23,strlen,1,1,,0.0,0.0,2.276,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,24,largest_divisor,1,1,,0.6,0.0,4.516,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,25,factorize,1,1,,0.6,0.0,6.166,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,26,remove_duplicates,0,0,,0.0,0.0,3.819,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,27,flip_case,1,1,,0.0,0.0,2.811,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,28,concatenate,1,1,,0.0,0.0,2.454,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,29,filter_by_prefix,1,1,,0.0,0.0,3.061,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,30,get_positive,1,1,,0.0,0.0,2.673,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,31,is_prime,1,1,,0.0,0.0,4.941,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,32,find_zero,0,0,,0.9,0.0,8.159,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,33,sort_third,1,1,,0.7,0.0,7.75,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,34,unique,1,1,,0.6,0.0,2.785,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,35,max_element,1,1,,0.0,0.0,2.245,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,36,fizz_buzz,1,1,,0.9,0.0,6.134,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,37,sort_even,1,1,,0.7,0.0,6.977,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,38,decode_cyclic,0,0,,0.6,0.0,7.188,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,39,prime_fib,1,1,,0.0,0.0,10.409,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,40,triples_sum_to_zero,1,1,,0.6,0.0,6.397,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,41,car_race_collision,1,1,,0.9,0.0,3.929,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,42,incr_list,1,1,,0.0,0.0,2.592,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,43,pairs_sum_to_zero,1,1,,0.0,0.0,3.483,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,44,change_base,1,1,,0.0,0.0,4.123,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,45,triangle_area,1,1,,0.0,0.0,2.357,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,46,fib4,1,1,,0.7,0.0,7.149,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,47,median,1,1,,0.7,0.0,5.66,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,48,is_palindrome,1,1,,0.2,0.0,2.493,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,49,modp,1,1,,0.6,0.0,4.346,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,50,decode_shift,0,0,,0.7,0.0,5.335,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,51,remove_vowels,1,1,,0.0,0.0,3.225,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,52,below_threshold,1,1,,0.0,0.0,3.168,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,53,add,1,1,,0.0,0.0,2.477,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,54,same_chars,1,1,,0.0,0.0,2.992,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,55,fib,1,1,,0.0,0.0,3.884,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,56,correct_bracketing,1,1,,0.0,0.0,4.397,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,57,monotonic,1,1,,0.6,0.0,4.879,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,58,common,1,1,,0.6,0.0,7.303,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,59,largest_prime_factor,1,1,,0.6,0.0,6.638,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,60,sum_to_n,1,1,,0.0,0.0,2.838,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,61,correct_bracketing,1,1,,0.0,0.0,4.448,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,62,derivative,1,1,,0.9,0.0,3.942,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,63,fibfib,1,1,,0.8,0.0,9.114,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,64,vowels_count,1,1,,0.0,0.0,10.963,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,65,circular_shift,0,0,,0.0,0.0,3.901,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,66,digitSum,1,1,,0.7,0.0,3.449,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,67,fruit_distribution,1,1,,0.6,0.0,4.442,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,68,pluck,1,1,,0.6,0.0,6.505,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,69,search,1,1,,0.6,0.0,4.243,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,70,strange_sort_list,1,1,,0.6,0.0,4.8,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,71,triangle_area,1,1,,0.7,0.0,7.746,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,72,will_it_fly,1,1,,0.7,0.0,4.472,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,73,smallest_change,1,1,,0.7,0.0,5.252,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,74,total_match,1,1,,0.7,0.0,6.586,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,75,is_multiply_prime,1,1,,0.6,0.0,8.751,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,76,is_simple_power,1,1,,0.8,0.0,5.316,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,77,iscube,1,1,,0.7,0.0,5.401,0,0,0,0
20260505_181956,qwen_trial2,baseline,0.0,0.6,78,hex_key,1,1,,0.6,0.0,4.752,0,0,0,0
